,avg,cik,tot,year
994,0.13885316078915852,921500,17,2007
995,0.166664549525166,921500,11,2008
996,0.17581079285017437,921500,5,2009
997,0.14038794489151057,921500,5,2010
998,0.08819076819303,921500,3,2011
999,0.09428946535165601,921500,3,2012
1000,0.14049817076541957,921500,4,2013
1001,0.3189715973290278,1066107,5,1999
1002,0.34797937753240776,1066107,4,2000
1003,0.17269917019429504,1066107,3,2001
1004,0.25140764295165546,1066107,10,2002
1005,0.24995832804205448,1066107,36,2003
1006,0.18110545422803984,1066107,35,2004
1007,0.24616131951004513,1066107,25,2005
1008,0.27914916300645704,1066107,22,2006
1009,0.26102261374309366,1066107,15,2007
1010,0.28505628018194984,1066107,9,2008
1011,0.3004178584593963,1066107,9,2009
1012,0.25943064611099254,1066107,10,2010
1013,0.19286786485827265,1066107,14,2011
1014,0.3721919490033076,1066107,9,2012
1015,0.12331233596066182,763744,2,2002
1016,0.18424510459825677,763744,15,2003
1017,0.20653311815688072,763744,16,2004
1018,0.19455480392930494,763744,21,2005
1019,0.1925190102110561,763744,21,2006
1020,0.18593631621712903,763744,17,2007
1021,0.18742295527072167,763744,16,2008
1022,0.2590853442416026,763744,13,2009
1023,0.23339054818260258,763744,14,2010
1024,0.199012493524768,763744,15,2011
1025,0.21123473179467833,763744,14,2012
1026,0.20479856967934215,763744,10,2013
1027,0.21243123297524383,763744,14,2014
1028,0.17585461081057055,763744,17,2015
1029,0.10594286940628596,895930,4,2001
1030,0.14737037657137975,895930,5,2002
1031,0.13117288854267553,895930,7,2003
1032,0.12420232643397747,895930,17,2004
1033,0.15340242424262412,895930,18,2005
1034,0.15588223307849072,895930,20,2006
1035,0.16712045013460927,895930,18,2007
1036,0.16195608387280064,895930,15,2008
1037,0.19129176449941132,895930,12,2009
1038,0.17277559917317045,895930,11,2010
1039,0.17001491313957684,895930,17,2011
1040,0.14968015352424996,895930,16,2012
1041,0.162819564904701,895930,14,2013
1042,0.2544246033114192,895930,19,2014
1043,0.2095735357450146,895930,12,2015
1044,0.17873865228419472,1030749,4,1998
1045,0.14073130750192547,1030749,5,1999
1046,0.18615551533732186,1030749,8,2000
1047,0.20512537360463431,1030749,14,2001
1048,0.1190564191348855,1030749,15,2002
1049,0.036874567279271166,1030749,11,2003
1050,0.0508451023130715,1030749,19,2004
1051,0.06834575075607958,1030749,19,2005
1052,0.051009813936871325,1030749,20,2006
1053,0.09547999426359394,1030749,20,2007
1054,0.14974355477490114,1030749,21,2008
1055,0.1349513681365578,1030749,14,2009
1056,0.10916399675934124,1030749,4,2010
1057,0.14680417352981062,1030749,6,2011
1058,0.20327784935650586,1030749,12,2012
1059,0.08954790848568803,1030749,6,2013
1060,0.060245334798597006,1030749,4,2014
1061,0.10301419142133339,1030749,5,2015
1062,0.2654756539043304,1053507,4,1998
1063,0.14055396087983643,1053507,5,1999
1064,0.15801878089238636,1053507,6,2000
1065,0.1862738743666196,1053507,5,2001
1066,0.2821408913893628,1053507,11,2003
1067,0.24167281826616444,1053507,13,2004
1068,0.23809051408634826,1053507,15,2005
1069,0.23165076022345032,1053507,13,2006
1070,0.22014580741819445,1053507,20,2007
1071,0.23832868295555848,1053507,8,2008
1072,0.20558300196243448,1053507,18,2009
1073,0.2517299274580315,1053507,8,2010
1074,0.2534652842030298,1053507,14,2011
1075,0.22507954181899448,1053507,15,2012
1076,0.17473228330672697,1053507,16,2013
1077,0.16736448487309996,1053507,15,2014
1078,0.16237633887735684,1053507,19,2015
1079,0.17388670738091405,3570,3,2000
1080,0.41123685405803984,3570,3,2002
1081,0.2131398606126448,3570,8,2003
1082,0.16830396522292815,3570,27,2004
